0,-50.84210620889168,-10.902166864787198
1,-142.10070020210574,-10.737351340899359
2,-145.47966174047374,-102.61890374264328
3,-117.99750342978638,-91.70539968387602
4,-30.946897543336156,-146.59790867325194
5,-55.1774208730771,-83.21382653755913
6,-150.43440761994145,-146.51850316742792
7,-97.6556959217915,-148.76173601391537
8,-148.86651484682704,-143.22593095464222
9,-202.42315745863107,-84.9962460785887
10,-57.63992173898897,-44.448281355906225
11,-91.17736253922783,-62.122484838234904
12,-26.012306397004537,-26.28781167752453
13,-58.9412594465156,-20.18119948006786
14,-122.68936067950604,-37.6435974885311
15,-54.155722632205624,-142.42780460949675
16,-39.24838574045749,-139.04013489888467
17,-47.226089279042874,-17.779627200171884
18,-36.01733437612791,-57.81996680851232
19,-22.19603966849564,12.09566639365854
20,-21.797996753000945,33.908259495149196
21,-8.80011263574945,-102.25483419690815
22,-48.62122375636411,-45.645154108270184
23,-91.47091407258898,-116.2137251886902
24,-100.47417638922421,-153.9777717122115
25,-39.627698503031894,-89.27205851583913
26,-80.94852230828984,-93.62445928607914
27,-99.64393920036386,17.221583295697172
28,-161.16646009711815,-39.678993267935944
29,-27.164870551108894,-5.778306103742503
30,-23.021396466983404,-47.98881687410733
31,-43.4578439363856,-44.183301903919364
32,-40.98604316406416,-57.920788359218314
33,-40.91127446211078,-167.61000267466608
34,-69.32734069292073,-66.45845240610876
35,-5.371584769520723,-74.83643802261597
36,-72.57795227652716,-5.161507682102474
37,-105.0449411665565,-82.98711905178357
38,-40.130468714466964,-117.86924441304441
39,-26.607910591576797,-62.33920916267306
40,-0.08240009021385215,-0.08039558751059137
41,-0.07064207414553036,-0.07643408655231974
42,-0.07528501086788711,-0.07643234821813386
43,-0.07016292634867514,-0.0697263467610072
44,-0.04707456098809646,-0.08015540057137971
45,-0.07132658006318587,-0.07799744254072034
46,-0.07296017108670004,-0.08013437021700438
47,-0.07381759086334784,-0.08036607200479287
48,-0.07879322330485088,-0.07424410977909307
49,-0.07419904551785808,-0.06134471639958299
50,-0.07333083567258149,-0.059923411129557354
51,-0.07170376737512645,-0.08148512749789631
52,-0.07523400201660592,-0.07984181032011582
53,-0.0734009690774257,-0.07700957987640039
54,-0.08038082934658074,-0.07607137097271846
55,-0.06792709954916352,-0.05691168120842465
56,-67.58585477724009,-124.9944416953258
57,-81.8894878981422,-134.54610675135072
58,-75.3700550535993,-7.452520245932654
59,-132.8663044139579,-132.08539822488666
60,-91.97224568854604,-117.60990814402462
61,-148.2669255196051,-70.54220705074754
62,-74.71249787519487,-134.82463605025418
63,-60.78512623477575,-23.50968576021686
64,-131.104947360307,9.688433587920763
65,-9.793002716962647,79.5450568152873
66,-40.96819972702218,-101.6661606884725
67,2.2671636053306443,-56.75042285545479
68,-63.90754001684315,-82.36004191089785
69,-46.726645479002464,-48.53603846290097
70,-54.075087385038046,18.440639129097583
71,-0.07384428495035136,-0.07571447433691675
72,-0.07314681133128426,-0.07275328832438663
73,-0.06778270276427344,-0.0745513152204638
74,-0.06832719701795038,-0.08453000194430729
75,-0.07581417637016731,-0.06845681667805081
76,-0.07490323232049723,-0.05746391319141819
77,-0.08434988303978339,-0.07241701221580583
78,-0.06547193147361556,-0.07689458709389499
79,-0.08325008847108395,-0.07265817924219672
80,-0.07484074846543934,-0.08168498405380555
